Match,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%,W_or_L,Rival
2016 Bratislava CH QF,1.08,1.71,43.7,2.0,7.4%,70.4%,11.5%,73.1%,40.0%,50.0%,W,Pavlasek
2016 Bratislava CH R16,0.95,1.52,62.2,2.7,23.5%,73.5%,29.0%,77.4%,38.6%,40.0%,W,Michnev
2016 Bratislava CH R32,1.23,1.58,44.8,2.4,12.1%,60.6%,6.5%,67.7%,51.7%,40.0%,W,Horansky
2016 Eckental CH QF,0.92,0.77,58.5,4.6,-,68.8%,-,52.3%,33.3%,31.7%,L,Krawietz
2016 Eckental CH R16,0.97,1.39,57.0,3.2,9.1%,69.7%,10.7%,71.4%,43.6%,40.5%,W,Vatutin
2016 Eckental CH R32,1.09,1.18,79.7,9.7,7.3%,60.0%,3.8%,57.7%,38.8%,51.2%,W,Ivashka
2016 Budapest CH SF,0.8,0.74,53.3,2.3,5.9%,61.8%,12.9%,67.7%,36.1%,29.4%,L,Copil
2016 Budapest CH QF,1.31,1.51,52.4,2.9,0.0%,54.1%,2.9%,65.7%,46.7%,46.4%,W,Robredo
2016 Budapest CH R16,1.12,2.45,35.0,2.0,11.5%,65.4%,5.0%,95.0%,36.1%,60.6%,W,Rublev
2016 Budapest CH R32,1.29,1.85,38.2,2.1,13.8%,69.0%,25.0%,78.6%,34.5%,41.7%,W,Lopez Perez
2016 Moscow QF,0.71,0.75,70.7,3.1,2.4%,46.3%,11.1%,58.3%,56.4%,45.1%,L,Robert
2016 Moscow R16,1.18,1.25,59.9,4.5,0.0%,57.1%,7.5%,65.0%,38.6%,43.9%,W,Troicki
2016 Moscow Q2,1.05,2.44,36.7,2.0,4.8%,76.2%,10.0%,75.0%,60.9%,52.2%,W,Basic
2016 Moscow Q1,1.15,1.52,41.2,2.2,13.8%,58.6%,0.0%,62.1%,50.0%,54.5%,W,Ilhan
2016 Mons CH SF,0.92,0.75,58.6,2.2,4.8%,69.0%,2.7%,54.1%,19.5%,44.1%,L,Struff
2016 Mons CH QF,0.93,1.79,38.3,2.1,14.3%,66.7%,10.5%,57.9%,69.6%,75.0%,W,Melzer
2016 Mons CH R16,1.16,1.52,62.6,2.2,2.5%,75.0%,5.6%,69.4%,32.6%,40.0%,W,Gombos
2016 Mons CH R32,0.96,2.14,36.4,2.2,13.6%,81.8%,9.5%,76.2%,47.4%,45.9%,W,Geens
2016 Orleans CH QF,0.92,0.86,65.7,2.2,4.4%,62.2%,9.5%,61.9%,30.2%,41.0%,L,Brands
2016 Orleans CH R16,1.15,1.6,40.3,2.1,3.3%,66.7%,7.4%,59.3%,45.9%,57.6%,W,Darcis
2016 Orleans CH R32,1.14,1.55,41.8,2.2,3.7%,59.3%,8.7%,65.2%,58.1%,44.8%,W,Struff
2016 St. Petersburg R16,1.13,0.78,55.1,3.5,4.9%,53.7%,2.6%,46.2%,35.5%,33.3%,L,Zverev
2016 St. Petersburg R32,1.13,1.66,47.5,2.9,6.7%,66.7%,3.6%,50.0%,54.2%,68.2%,W,Bublik
2016 St. Petersburg Q2,1.42,1.87,36.3,2.1,14.3%,68.6%,3.0%,60.6%,46.4%,46.2%,W,Pavic
2016 St. Petersburg Q1,0.95,1.11,67.8,17.1,3.8%,58.5%,4.0%,64.0%,42.4%,48.2%,W,Vatutin
2016 St Remy de Provence CH F,1.03,2.5,43.1,2.1,8.0%,76.0%,15.0%,90.0%,45.2%,41.4%,W,De Loore
2016 St Remy de Provence CH SF,1.11,1.13,79.7,38.9,8.8%,61.4%,13.5%,59.6%,42.9%,37.3%,W,Basic
2016 St Remy de Provence CH QF,1.18,3.35,24.2,2.0,5.6%,77.8%,5.6%,66.7%,70.6%,87.5%,W,Muller
2016 St Remy de Provence CH R16,1.15,1.65,50.4,2.2,12.1%,78.8%,10.3%,72.4%,37.1%,32.1%,W,Janvier
2016 St Remy de Provence CH R32,1.33,2.64,31.1,2.1,15.0%,85.0%,10.5%,63.2%,46.7%,55.6%,W,Bachinger
2016 Portoroz CH F,0.94,0.47,35.8,2.1,4.0%,28.0%,0.0%,59.1%,21.7%,36.4%,L,Mayer
2016 Portoroz CH SF,1.06,1.2,56.7,4.0,0.0%,60.0%,4.3%,54.3%,48.1%,49.0%,W,Kudryavtsev
2016 Portoroz CH QF,1.23,1.62,43.8,3.3,14.3%,67.9%,3.8%,50.0%,50.0%,57.7%,W,Fucsovics
2016 Portoroz CH R16,1.1,1.76,43.1,2.7,3.7%,74.1%,8.7%,65.2%,51.9%,44.0%,W,Kovalik
2016 Portoroz CH R32,1.64,4.21,24.7,2.0,4.5%,77.3%,0.0%,83.3%,42.9%,61.1%,W,Ilkel
2016 Astana CH QF,0.9,0.85,67.5,2.6,2.0%,58.8%,2.1%,54.2%,48.8%,32.5%,L,Istomin
2016 Astana CH R16,0.95,1.64,40.6,2.2,21.9%,75.0%,9.4%,68.8%,59.5%,37.1%,W,Li
2016 Astana CH R32,1.28,1.19,63.9,2.9,9.3%,51.9%,10.0%,66.0%,34.0%,43.5%,W,Jung
2016 Hamburg R16,0.87,0.93,87.6,4.7,3.0%,62.7%,4.9%,62.3%,44.2%,36.1%,L,Gimeno Traver
2016 Hamburg R32,1.07,1.3,65.5,2.9,2.0%,77.6%,6.8%,65.9%,21.6%,48.8%,W,Struff
2016 Hamburg Q2,1.17,1.55,40.3,2.1,12.1%,66.7%,3.4%,62.1%,47.2%,46.9%,W,Mertl
2016 Hamburg Q1,1.65,2.25,29.3,2.1,7.1%,67.9%,11.5%,73.1%,46.4%,33.3%,W,Matic
2016 Todi CH R16,1.03,0.76,58.2,2.6,2.7%,40.5%,2.9%,61.8%,28.1%,44.8%,L,Trungelliti
2016 Todi CH R32,1.33,1.39,51.4,4.4,11.6%,48.8%,4.8%,64.3%,44.1%,46.9%,W,Ungur
2016 Ilkley CH R16,0.97,0.84,72.6,4.6,1.8%,64.3%,10.2%,67.3%,24.5%,35.4%,L,Harrison
2016 Ilkley CH R32,1.08,1.53,50.2,2.3,11.4%,68.6%,22.6%,83.9%,34.3%,34.4%,W,Zopp
2016 s Hertogenbosch R16,0.85,0.38,37.2,2.3,7.7%,69.2%,8.3%,58.3%,17.4%,14.3%,L,Mannarino
2016 s Hertogenbosch R32,1.32,2.3,26.7,2.1,23.1%,73.1%,15.4%,65.4%,51.9%,56.0%,W,Zeballos
2016 s Hertogenbosch Q2,1.26,2.53,32.9,2.0,0.0%,78.3%,9.5%,71.4%,47.8%,52.4%,W,Kravchuk
2016 s Hertogenbosch Q1,1.24,1.55,50.7,2.2,2.8%,75.0%,5.7%,54.3%,34.8%,55.0%,W,Zverev
2016 Nice R32,1.03,0.87,88.3,5.1,3.6%,51.8%,9.6%,67.3%,33.9%,34.5%,L,Pella
2016 Nice Q2,1.0,1.17,96.2,4.0,6.5%,65.2%,2.3%,61.4%,39.6%,46.8%,W,Zhang
2016 Nice Q1,1.14,1.13,86.0,7.5,3.5%,52.6%,9.6%,75.0%,41.3%,31.0%,W,Lapentti
2016 Bordeaux CH QF,0.88,0.72,57.3,2.0,5.3%,60.5%,8.1%,62.2%,19.4%,45.2%,L,Dutra Silva
2016 Bordeaux CH R16,1.23,1.53,46.8,2.7,5.9%,58.8%,0.0%,75.0%,45.2%,37.0%,W,Gimeno Traver
2016 Bordeaux CH R32,1.19,1.48,48.2,2.4,5.7%,60.0%,8.8%,82.4%,34.4%,37.9%,W,Daniel
2016 Tallahassee CH R16,0.94,0.85,69.8,3.1,6.5%,47.8%,0.0%,55.8%,42.2%,45.2%,L,Young
2016 Tallahassee CH R32,1.11,1.43,47.6,2.3,9.4%,59.4%,10.3%,65.5%,41.2%,56.7%,W,Lock
2016 Savannah CH R32,1.2,1.33,65.4,3.5,2.1%,63.8%,9.1%,61.4%,39.0%,44.4%,W,Krueger
2016 Raanana CH R16,0.84,0.79,54.6,2.4,0.0%,59.6%,2.3%,61.4%,40.5%,33.3%,L,Donskoy
2016 Raanana CH R32,1.14,2.9,32.3,2.2,5.3%,63.2%,16.7%,94.4%,61.5%,47.8%,W,Miedler
2016 Kazan CH SF,0.91,0.57,44.1,2.1,3.6%,46.4%,8.3%,54.2%,32.0%,30.4%,L,Karatsev
2016 Kazan CH QF,0.82,1.22,55.8,5.4,10.5%,71.1%,12.5%,62.5%,50.0%,47.2%,W,Ivashka
2016 Kazan CH R16,1.07,1.36,52.7,2.1,12.1%,54.5%,10.0%,73.3%,42.1%,51.4%,W,Bublik
2016 Kazan CH R32,1.17,1.18,75.8,4.5,2.0%,59.2%,10.9%,63.0%,32.0%,47.8%,W,Berankis
2016 France F4 QF,0.89,0.84,55.8,11.2,6.8%,59.1%,5.3%,52.6%,48.9%,33.3%,L,Cagnina
2016 France F4 R32,0.83,1.67,48.0,4.0,3.4%,79.3%,3.8%,73.1%,53.8%,40.5%,W,Kahlke
2016 Switzerland F2 F,1.31,2.64,32.9,2.0,21.7%,73.9%,0.0%,80.0%,61.5%,30.4%,W,Bossel
2016 Switzerland F2 SF,0.98,1.47,48.6,2.0,8.3%,69.4%,3.1%,71.9%,48.9%,39.1%,W,Marti
2016 Switzerland F2 R16,1.14,1.4,56.9,2.4,2.5%,75.0%,2.9%,58.8%,34.8%,45.5%,W,Altmaier
2016 Switzerland F1 QF,1.08,0.7,62.4,4.6,6.8%,74.6%,3.6%,58.9%,22.4%,20.5%,L,Ignatik
2016 Switzerland F1 R32,1.09,1.15,81.9,3.4,13.8%,65.5%,7.3%,65.5%,39.6%,32.6%,W,Jacq
2016 France F3 R32,0.94,0.62,45.3,2.2,2.6%,59.0%,2.8%,50.0%,36.7%,22.2%,L,Nys
2016 Bangkok CH R16,0.79,0.54,36.2,2.2,7.7%,42.3%,4.3%,47.8%,35.5%,40.0%,L,Youzhny
2016 Bangkok CH R32,0.97,1.21,72.9,5.2,3.8%,65.4%,10.9%,69.6%,39.7%,41.8%,W,Trongcharoenchaikul
2015 Germany F18 QF,1.16,1.18,64.4,2.5,10.9%,63.6%,11.3%,62.3%,29.4%,46.8%,W,Maden
2015 Germany F18 R16,1.06,1.51,47.6,3.1,2.9%,74.3%,9.7%,58.1%,39.4%,56.7%,W,Jaensch Mueller
2015 France F21 QF,1.41,2.54,32.4,2.1,7.7%,73.1%,4.5%,72.7%,37.0%,62.5%,W,Eysseric
2015 Nanchang CH R32,0.85,0.56,38.9,2.0,3.6%,57.1%,0.0%,51.9%,28.1%,32.1%,L,Thompson
2015 Shanghai CH QF,1.52,1.63,43.6,2.1,6.3%,56.3%,3.3%,63.3%,35.5%,51.7%,W,Fabbiano
2015 Shanghai CH R16,1.04,1.18,64.9,11.9,6.7%,65.0%,10.5%,66.7%,43.5%,33.3%,W,Gojowczyk
2015 Shanghai CH R32,0.92,1.71,40.8,2.4,20.8%,79.2%,14.3%,57.1%,59.3%,56.0%,W,Lee
2015 Bangkok CH R32,1.01,0.73,59.4,2.3,5.1%,43.6%,2.8%,66.7%,50.0%,13.8%,L,Thompson
2015 Belarus F2 QF,1.03,0.62,40.2,3.9,6.3%,46.9%,0.0%,54.8%,29.6%,29.2%,L,Gerasimov
2015 Belarus F2 R16,1.01,1.52,38.5,2.3,0.0%,64.0%,0.0%,54.2%,54.8%,67.7%,W,Filin
2015 Belarus F1 QF,1.18,1.19,74.3,19.5,3.6%,60.7%,2.0%,52.0%,43.8%,43.5%,W,Ivashka
2015 Belarus F1 R16,1.08,1.71,39.5,2.8,3.3%,63.3%,0.0%,72.4%,50.0%,51.9%,W,Karimov
2015 France F14 QF,0.86,0.77,54.7,3.9,0.0%,64.1%,0.0%,52.9%,44.4%,28.6%,L,Eysseric
2015 France F11 QF,0.96,0.69,50.2,2.3,8.3%,58.3%,0.0%,45.7%,35.7%,33.3%,L,Musialek
2015 France F11 R32,1.02,2.86,29.2,2.1,0.0%,93.8%,0.0%,60.0%,73.1%,52.2%,W,Cancel
2015 Moscow CH R16,1.15,0.68,56.4,2.1,10.3%,48.7%,0.0%,60.5%,30.0%,24.1%,L,Munoz de la Nava
2015 Moscow CH R32,1.11,1.22,76.2,3.1,0.0%,56.6%,4.1%,46.9%,63.0%,41.9%,W,Tiurnev
2015 Russia F1 F,1.09,2.9,38.8,2.0,17.4%,87.0%,5.0%,80.0%,50.0%,36.0%,W,Gakhov
2015 Russia F1 SF,1.04,1.17,57.5,7.4,9.1%,65.9%,2.6%,48.7%,52.8%,42.0%,W,Elistratov
2014 Russia F8 QF,1.01,0.69,46.1,3.4,6.5%,58.1%,0.0%,42.3%,31.0%,35.7%,L,Davydenko
2014 Russia F8 R16,1.02,1.46,49.8,2.4,0.0%,57.1%,4.2%,66.7%,46.4%,64.0%,W,Miocic
2014 Russia F8 R32,0.98,1.13,66.1,7.7,4.3%,57.4%,2.3%,55.8%,43.8%,56.5%,W,Desyatnik
2014 Georgia F3 QF,1.08,1.93,31.6,2.0,4.0%,60.0%,0.0%,78.9%,56.7%,57.1%,W,Bakshi
2014 Georgia F2 F,1.03,1.3,57.9,9.8,7.9%,52.6%,0.0%,77.1%,42.9%,46.7%,W,Mager
2014 Georgia F2 R16,1.14,2.17,37.7,2.0,16.7%,79.2%,4.3%,69.6%,58.3%,38.1%,W,Badanov
